case_id,endpoint_correct,endpoint_error_type,execution_time_ms,result_match_gold,endpoint_timestamp
case_086,True,execution_error,726.67,False,2025-01-15T13:00:00
case_087,False,semantic_error,4311.86,,2025-01-15T14:00:00
case_088,True,execution_error,894.78,False,2025-01-15T15:00:00
case_089,True,semantic_error,27527.51,True,2025-01-15T16:00:00
case_090,False,execution_error,1949.2,False,2025-01-15T17:00:00
case_091,False,syntax_error,1276.19,True,2025-01-15T18:00:00
case_092,True,syntax_error,1470.01,False,2025-01-15T19:00:00
case_093,False,syntax_error,8757.15,False,2025-01-15T20:00:00
case_094,True,other,2352.84,False,2025-01-15T21:00:00
case_095,False,none,1138.54,False,2025-01-15T22:00:00
case_096,False,semantic_error,36243.95,True,2025-01-15T23:00:00
case_097,False,semantic_error,825.3,False,2025-01-16T00:00:00
case_098,True,none,3144.31,,2025-01-16T01:00:00
case_099,False,semantic_error,7930.4,False,2025-01-16T02:00:00
case_100,True,semantic_error,258.01,False,2025-01-16T03:00:00
case_101,True,other,6126.57,,2025-01-16T04:00:00
case_102,False,semantic_error,612.37,,2025-01-16T05:00:00
case_103,True,none,10241.2,True,2025-01-16T06:00:00
case_104,False,other,703.47,True,2025-01-16T07:00:00
case_105,False,semantic_error,8426.64,False,2025-01-16T08:00:00
case_106,True,syntax_error,15658.19,,2025-01-16T09:00:00
case_107,False,semantic_error,10852.54,,2025-01-16T10:00:00
case_108,False,none,4345.84,,2025-01-16T11:00:00
case_109,False,other,2107.06,False,2025-01-16T12:00:00
case_110,False,none,1255.6,False,2025-01-16T13:00:00
case_111,False,syntax_error,27080.04,True,2025-01-16T14:00:00
case_112,False,none,1043.94,True,2025-01-16T15:00:00
case_113,False,other,629.17,False,2025-01-16T16:00:00
case_114,True,timeout,8087.33,False,2025-01-16T17:00:00
case_115,False,other,903.07,False,2025-01-16T18:00:00
case_116,False,none,716.88,False,2025-01-16T19:00:00
case_117,True,none,341.93,True,2025-01-16T20:00:00
case_118,False,execution_error,1444.67,False,2025-01-16T21:00:00
case_119,True,semantic_error,2633.13,True,2025-01-16T22:00:00
case_120,True,semantic_error,4292.56,False,2025-01-16T23:00:00
case_121,False,timeout,12418.71,False,2025-01-17T00:00:00
case_122,True,semantic_error,6570.51,False,2025-01-17T01:00:00
case_123,False,other,2238.79,,2025-01-17T02:00:00
case_124,False,other,2214.33,True,2025-01-17T03:00:00
case_125,False,none,6407.58,False,2025-01-17T04:00:00
case_126,False,syntax_error,20107.64,False,2025-01-17T05:00:00
case_127,True,semantic_error,3602.82,False,2025-01-17T06:00:00
case_128,False,syntax_error,1474.84,,2025-01-17T07:00:00
case_129,False,none,672.3,False,2025-01-17T08:00:00
case_130,False,none,341.11,,2025-01-17T09:00:00
case_131,True,other,8098.26,True,2025-01-17T10:00:00
case_132,False,execution_error,7093.74,,2025-01-17T11:00:00
case_133,False,other,7087.2,True,2025-01-17T12:00:00
case_134,False,other,2457.77,,2025-01-17T13:00:00
case_135,False,semantic_error,24597.55,False,2025-01-17T14:00:00
case_136,False,other,1442.05,False,2025-01-17T15:00:00
case_137,False,semantic_error,12492.75,False,2025-01-17T16:00:00
case_138,False,semantic_error,2812.66,,2025-01-17T17:00:00
case_139,True,timeout,1196.88,True,2025-01-17T18:00:00
case_140,False,semantic_error,7250.28,False,2025-01-17T19:00:00
case_141,False,timeout,5510.74,,2025-01-17T20:00:00
case_142,False,timeout,5092.17,False,2025-01-17T21:00:00
case_143,False,execution_error,3367.47,True,2025-01-17T22:00:00
case_144,True,semantic_error,2816.25,False,2025-01-17T23:00:00
case_145,False,execution_error,107211.41,False,2025-01-18T00:00:00
case_146,True,execution_error,17612.87,,2025-01-18T01:00:00
case_147,False,execution_error,8815.27,False,2025-01-18T02:00:00
case_148,True,execution_error,3525.22,False,2025-01-18T03:00:00
case_149,True,syntax_error,13503.93,,2025-01-18T04:00:00
case_150,False,execution_error,6483.35,False,2025-01-18T05:00:00
case_151,False,semantic_error,3100.46,True,2025-01-18T06:00:00
case_152,True,timeout,1890.61,True,2025-01-18T07:00:00
case_153,True,none,2640.24,False,2025-01-18T08:00:00
case_154,True,execution_error,25.65,True,2025-01-18T09:00:00
case_155,False,execution_error,4088.37,,2025-01-18T10:00:00
case_156,True,other,1432.66,False,2025-01-18T11:00:00
case_157,False,none,32500.31,True,2025-01-18T12:00:00
case_158,False,other,3068.72,False,2025-01-18T13:00:00
case_159,True,none,500.97,False,2025-01-18T14:00:00
case_160,False,syntax_error,2766.06,,2025-01-18T15:00:00
case_161,False,syntax_error,620.68,,2025-01-18T16:00:00
case_162,True,execution_error,6063.92,False,2025-01-18T17:00:00
case_163,False,semantic_error,4612.02,False,2025-01-18T18:00:00
case_164,False,execution_error,12541.01,False,2025-01-18T19:00:00
case_165,False,semantic_error,910.21,False,2025-01-18T20:00:00
case_166,False,execution_error,3136.97,True,2025-01-18T21:00:00
case_167,False,none,384.7,True,2025-01-18T22:00:00
case_168,False,none,8537.66,False,2025-01-18T23:00:00
case_169,False,execution_error,6491.88,True,2025-01-19T00:00:00
case_170,False,none,6271.1,True,2025-01-19T01:00:00
case_171,False,execution_error,2988.21,False,2025-01-19T02:00:00
case_172,False,other,5553.37,True,2025-01-19T03:00:00
case_173,True,syntax_error,33074.2,False,2025-01-19T04:00:00
case_174,True,other,1943.72,False,2025-01-19T05:00:00
case_175,True,none,3670.08,,2025-01-19T06:00:00
case_176,True,semantic_error,584.53,False,2025-01-19T07:00:00
case_177,True,semantic_error,810.47,True,2025-01-19T08:00:00
case_178,False,execution_error,3452.04,False,2025-01-19T09:00:00
case_179,True,semantic_error,15613.64,,2025-01-19T10:00:00
case_180,False,semantic_error,2029.57,,2025-01-19T11:00:00
case_181,True,timeout,2092.52,False,2025-01-19T12:00:00
case_182,False,execution_error,1619.18,False,2025-01-19T13:00:00
case_183,False,none,1336.57,,2025-01-19T14:00:00
case_184,False,other,4639.94,True,2025-01-19T15:00:00
case_185,False,execution_error,315.49,False,2025-01-19T16:00:00
case_186,True,execution_error,20361.67,False,2025-01-19T17:00:00
case_187,False,syntax_error,1098.68,True,2025-01-19T18:00:00
case_188,True,none,8803.06,False,2025-01-19T19:00:00
case_189,False,semantic_error,443.63,True,2025-01-19T20:00:00
case_190,True,other,8129.54,False,2025-01-19T21:00:00
case_191,False,none,8167.49,,2025-01-19T22:00:00
case_192,False,execution_error,5304.46,True,2025-01-19T23:00:00
case_193,True,syntax_error,670.72,,2025-01-20T00:00:00
case_194,True,other,4334.33,True,2025-01-20T01:00:00
case_195,True,none,505.43,False,2025-01-20T02:00:00
case_196,True,semantic_error,2040.31,True,2025-01-20T03:00:00
case_197,False,semantic_error,13962.35,,2025-01-20T04:00:00
case_198,True,none,9848.29,False,2025-01-20T05:00:00
case_199,False,semantic_error,3049.63,False,2025-01-20T06:00:00
case_200,True,other,690.76,,2025-01-20T07:00:00
case_201,False,execution_error,7850.89,False,2025-01-20T08:00:00
case_202,True,syntax_error,3068.89,,2025-01-20T09:00:00
case_203,True,none,91.79,False,2025-01-20T10:00:00
case_204,True,semantic_error,9642.59,,2025-01-20T11:00:00
case_205,False,execution_error,2874.55,False,2025-01-20T12:00:00
case_206,False,syntax_error,18100.17,True,2025-01-20T13:00:00
case_207,False,syntax_error,576.57,False,2025-01-20T14:00:00
case_208,True,timeout,25.4,True,2025-01-20T15:00:00
case_209,False,execution_error,4530.67,False,2025-01-20T16:00:00
case_210,False,execution_error,4616.28,False,2025-01-20T17:00:00
case_211,True,none,236.04,False,2025-01-20T18:00:00
case_212,False,timeout,686.94,True,2025-01-20T19:00:00
case_213,False,semantic_error,185874.43,True,2025-01-20T20:00:00
case_214,True,semantic_error,1884.81,False,2025-01-20T21:00:00
case_215,False,other,8923.45,,2025-01-20T22:00:00
case_216,False,none,1123.28,False,2025-01-20T23:00:00
case_217,False,execution_error,129.61,False,2025-01-21T00:00:00
case_218,True,semantic_error,2309.1,False,2025-01-21T01:00:00
case_219,True,semantic_error,2001.38,False,2025-01-21T02:00:00
case_220,False,none,1636.28,True,2025-01-21T03:00:00
case_221,False,other,2510.0,False,2025-01-21T04:00:00
case_222,False,none,4431.1,True,2025-01-21T05:00:00
case_223,False,none,2379.93,,2025-01-21T06:00:00
case_224,False,none,447.64,True,2025-01-21T07:00:00
case_225,False,syntax_error,6181.26,False,2025-01-21T08:00:00
case_226,False,execution_error,160.12,True,2025-01-21T09:00:00
case_227,True,semantic_error,137.62,True,2025-01-21T10:00:00
case_228,False,semantic_error,9034.18,False,2025-01-21T11:00:00
case_229,False,other,6377.49,True,2025-01-21T12:00:00
case_230,False,execution_error,2735.06,True,2025-01-21T13:00:00
case_231,True,execution_error,367.54,False,2025-01-21T14:00:00
case_232,True,semantic_error,1030.84,True,2025-01-21T15:00:00
case_233,True,semantic_error,2009.98,True,2025-01-21T16:00:00
case_234,False,semantic_error,272.1,,2025-01-21T17:00:00
case_235,False,semantic_error,983.83,False,2025-01-21T18:00:00
case_236,True,timeout,7930.69,,2025-01-21T19:00:00
case_237,False,semantic_error,25360.75,,2025-01-21T20:00:00
case_238,False,timeout,1588.98,False,2025-01-21T21:00:00
case_239,False,syntax_error,9271.8,True,2025-01-21T22:00:00
case_240,True,syntax_error,168.83,False,2025-01-21T23:00:00
case_241,False,semantic_error,8015.86,,2025-01-22T00:00:00
case_242,False,execution_error,892.55,False,2025-01-22T01:00:00
case_243,True,none,4726.87,False,2025-01-22T02:00:00
case_244,True,execution_error,2055.7,True,2025-01-22T03:00:00
case_245,False,execution_error,21603.72,,2025-01-22T04:00:00
case_246,False,none,802.99,False,2025-01-22T05:00:00
case_247,True,syntax_error,7641.96,,2025-01-22T06:00:00
case_248,False,semantic_error,1960.08,True,2025-01-22T07:00:00
case_249,False,none,2350.87,True,2025-01-22T08:00:00
case_250,False,timeout,2262.49,True,2025-01-22T09:00:00
case_251,False,semantic_error,838.4,False,2025-01-22T10:00:00
case_252,False,other,2918.58,True,2025-01-22T11:00:00
case_253,False,none,2713.59,True,2025-01-22T12:00:00
case_254,True,semantic_error,4280.65,,2025-01-22T13:00:00
case_255,True,timeout,3383.81,True,2025-01-22T14:00:00
case_256,False,execution_error,9867.4,,2025-01-22T15:00:00
case_257,False,execution_error,11911.54,False,2025-01-22T16:00:00
case_258,True,semantic_error,616.5,,2025-01-22T17:00:00
case_259,False,semantic_error,10972.62,False,2025-01-22T18:00:00
case_260,False,timeout,502.95,,2025-01-22T19:00:00
case_261,False,execution_error,7199.62,,2025-01-22T20:00:00
case_262,False,none,7552.31,True,2025-01-22T21:00:00
case_263,False,none,169.53,True,2025-01-22T22:00:00
case_264,True,syntax_error,3427.1,True,2025-01-22T23:00:00
case_265,True,timeout,1476.24,False,2025-01-23T00:00:00
case_266,True,semantic_error,955.13,,2025-01-23T01:00:00
case_267,True,execution_error,22612.96,False,2025-01-23T02:00:00
case_268,False,none,1118.21,False,2025-01-23T03:00:00
case_269,False,semantic_error,889.3,True,2025-01-23T04:00:00
case_270,True,execution_error,3339.39,,2025-01-23T05:00:00
case_271,False,semantic_error,8336.38,,2025-01-23T06:00:00
case_272,True,syntax_error,2410.35,True,2025-01-23T07:00:00
case_273,False,semantic_error,17146.61,False,2025-01-23T08:00:00
case_274,False,semantic_error,6610.82,True,2025-01-23T09:00:00
case_275,True,other,113.6,False,2025-01-23T10:00:00
case_276,False,execution_error,1347.22,False,2025-01-23T11:00:00
case_277,True,semantic_error,1283.36,True,2025-01-23T12:00:00
case_278,False,execution_error,6118.31,False,2025-01-23T13:00:00
case_279,False,syntax_error,58.14,False,2025-01-23T14:00:00
case_280,True,other,136422.85,False,2025-01-23T15:00:00
case_281,False,timeout,6611.32,False,2025-01-23T16:00:00
case_282,True,none,3726.84,True,2025-01-23T17:00:00
case_283,True,semantic_error,17541.97,False,2025-01-23T18:00:00
case_284,False,execution_error,100255.89,False,2025-01-23T19:00:00
case_285,True,execution_error,11005.16,False,2025-01-23T20:00:00
case_286,False,none,12372.35,True,2025-01-23T21:00:00
case_287,False,syntax_error,3626.54,False,2025-01-23T22:00:00
case_288,False,semantic_error,2410.79,,2025-01-23T23:00:00
case_289,True,other,1460.17,True,2025-01-24T00:00:00
case_290,False,execution_error,863.36,False,2025-01-24T01:00:00
case_291,False,semantic_error,1063.67,True,2025-01-24T02:00:00
case_292,False,syntax_error,393.14,False,2025-01-24T03:00:00
case_293,False,other,2660.3,True,2025-01-24T04:00:00
case_294,False,syntax_error,238.17,False,2025-01-24T05:00:00
case_295,False,none,3969.42,False,2025-01-24T06:00:00
case_296,False,none,2822.86,False,2025-01-24T07:00:00
case_297,False,semantic_error,3716.0,False,2025-01-24T08:00:00
case_298,False,none,1362.13,False,2025-01-24T09:00:00
case_299,False,syntax_error,301127.96,False,2025-01-24T10:00:00
case_300,False,semantic_error,22929.37,True,2025-01-24T11:00:00
case_301,True,none,460.9,True,2025-01-24T12:00:00
case_302,True,other,4227.23,,2025-01-24T13:00:00
case_303,False,timeout,1197.5,True,2025-01-24T14:00:00
case_304,True,execution_error,650.85,False,2025-01-24T15:00:00
case_305,False,semantic_error,399.37,,2025-01-24T16:00:00
case_306,True,syntax_error,5700.59,True,2025-01-24T17:00:00
case_307,True,syntax_error,1072.7,False,2025-01-24T18:00:00
case_308,False,semantic_error,12730.28,False,2025-01-24T19:00:00
case_309,False,semantic_error,13235.7,,2025-01-24T20:00:00
case_310,True,semantic_error,23408.9,,2025-01-24T21:00:00
case_311,False,semantic_error,830.0,False,2025-01-24T22:00:00
case_312,False,semantic_error,6081.75,True,2025-01-24T23:00:00
case_313,True,execution_error,7697.73,False,2025-01-25T00:00:00
case_314,False,none,1463.71,False,2025-01-25T01:00:00
case_315,False,semantic_error,936.68,False,2025-01-25T02:00:00
case_316,True,other,33332.26,True,2025-01-25T03:00:00
case_317,False,other,4193.3,True,2025-01-25T04:00:00
case_318,True,semantic_error,7738.41,False,2025-01-25T05:00:00
case_319,False,none,868.6,False,2025-01-25T06:00:00
case_320,False,execution_error,478.7,False,2025-01-25T07:00:00
case_321,True,execution_error,1268.8,False,2025-01-25T08:00:00
case_322,False,semantic_error,2474.93,,2025-01-25T09:00:00
case_323,False,execution_error,604.06,False,2025-01-25T10:00:00
case_324,True,semantic_error,2937.26,True,2025-01-25T11:00:00
case_325,False,execution_error,236.81,True,2025-01-25T12:00:00
case_326,False,timeout,555.53,True,2025-01-25T13:00:00
case_327,False,none,8154.84,,2025-01-25T14:00:00
case_328,False,execution_error,7373.78,False,2025-01-25T15:00:00
case_329,True,none,1656.04,False,2025-01-25T16:00:00
case_330,False,syntax_error,647.65,False,2025-01-25T17:00:00
case_331,False,semantic_error,638.36,False,2025-01-25T18:00:00
case_332,False,none,1702.92,,2025-01-25T19:00:00
case_333,False,semantic_error,7838.3,False,2025-01-25T20:00:00
case_334,False,syntax_error,11996.48,True,2025-01-25T21:00:00
case_335,False,semantic_error,1415.45,True,2025-01-25T22:00:00
case_336,False,semantic_error,528.35,False,2025-01-25T23:00:00
case_337,False,other,4454.92,,2025-01-26T00:00:00
case_338,False,execution_error,866.7,False,2025-01-26T01:00:00
case_339,False,other,1370.08,,2025-01-26T02:00:00
case_340,False,execution_error,21761.86,False,2025-01-26T03:00:00
case_341,True,execution_error,10307.97,True,2025-01-26T04:00:00
case_342,True,semantic_error,3778.04,True,2025-01-26T05:00:00
case_343,False,timeout,442.36,True,2025-01-26T06:00:00
case_344,False,syntax_error,4093.25,False,2025-01-26T07:00:00
case_345,False,other,14676.25,True,2025-01-26T08:00:00
case_346,False,none,1696.89,False,2025-01-26T09:00:00
case_347,False,semantic_error,22621.84,False,2025-01-26T10:00:00
case_348,False,other,20725.46,False,2025-01-26T11:00:00
case_349,True,none,36156.04,True,2025-01-26T12:00:00
case_350,False,none,4711.99,False,2025-01-26T13:00:00
case_351,False,syntax_error,7194.61,False,2025-01-26T14:00:00
case_352,False,execution_error,24866.6,False,2025-01-26T15:00:00
case_353,False,execution_error,5831.86,,2025-01-26T16:00:00
case_354,True,semantic_error,1405.5,True,2025-01-26T17:00:00
case_355,True,syntax_error,1521.09,,2025-01-26T18:00:00
case_356,True,none,4263.44,False,2025-01-26T19:00:00
case_357,False,syntax_error,430.16,False,2025-01-26T20:00:00
case_358,True,execution_error,2404.53,False,2025-01-26T21:00:00
case_359,False,other,15441.6,False,2025-01-26T22:00:00
case_360,False,other,111.4,True,2025-01-26T23:00:00
case_361,True,semantic_error,29783.9,False,2025-01-27T00:00:00
case_362,False,other,16051.56,False,2025-01-27T01:00:00
case_363,True,syntax_error,1495.71,False,2025-01-27T02:00:00
case_364,False,syntax_error,6735.09,False,2025-01-27T03:00:00
case_365,True,timeout,2995.07,,2025-01-27T04:00:00
case_366,False,semantic_error,18863.53,False,2025-01-27T05:00:00
case_367,True,semantic_error,13017.17,True,2025-01-27T06:00:00
case_368,False,execution_error,365.0,False,2025-01-27T07:00:00
case_369,False,semantic_error,7193.22,False,2025-01-27T08:00:00
